kepid,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
4139816,CONFIRMED,CANDIDATE,1,20.06036336,5.839E-05,-5.839E-05,147.46554,0.00241,-0.00241,2454980.466,0.00241,-0.00241,0.556,0.323,-0.368,3.3203,0.0754,-0.0754,1494.7,45.1,-45.1,1.96,0.13,-0.16,361,,,4,0.89,-0.9,35.2,3950,70,-86,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954
4139816,CONFIRMED,CANDIDATE,1,46.1842039,0.0002654,-0.0002654,165.23729,0.0043,-0.0043,2454998.237,0.0043,-0.0043,0.013,0.415,-0.013,4.758,0.13,-0.13,1394.7,56.4,-56.4,1.83,0.12,-0.15,273,,,1.32,0.29,-0.3,26,3950,70,-86,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954
8395660,CONFIRMED,CANDIDATE,0.952,23.9800854,0.0002003,-0.0002003,147.537,0.00647,-0.00647,2454980.537,0.00647,-0.00647,0.95,0.004,-0.66,5.351,0.177,-0.177,104,6.5,-6.5,1.31,0.2,-0.13,649,,,41.94,17.84,-10.73,17.1,5854,105,-117,4.406,0.09,-0.11,1.012,0.154,-0.103,300.86398,44.337551,12.882
4139816,CONFIRMED,CANDIDATE,0.994,7.82502168,3.89E-05,-3.89E-05,136.54995,0.00436,-0.00436,2454969.55,0.00436,-0.00436,0.708,0.234,-0.487,2.186,0.12,-0.12,520.8,36.4,-36.4,1.2,0.08,-0.1,494,,,14.05,3.1,-3.19,15.9,3950,70,-86,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954
4275191,CONFIRMED,CANDIDATE,1,3.895936525,7.71E-07,-7.71E-07,170.527552,0.000157,-0.000157,2455003.528,0.000157,-0.000157,0.524,0.069,-0.237,2.3111,0.0302,-0.0302,8544.8,29.5,-29.5,7.34,1.53,-0.65,1005,,,241.62,155.31,-64.19,370.8,5557,167,-167,4.592,0.034,-0.136,0.774,0.161,-0.069,294.65524,39.308361,15.725
4476123,CONFIRMED,CANDIDATE,0.999,22.36646466,9.761E-05,-9.761E-05,175.45862,0.00354,-0.00354,2455008.459,0.00354,-0.00354,0.4,0.066,-0.4,5.228,0.122,-0.122,986.8,35.1,-35.1,2.32,0.38,-0.16,536,,,19.45,10.29,-4.56,32.1,5395,160,-160,4.615,0.032,-0.104,0.734,0.122,-0.052,294.71063,39.52174,15.583
3351888,CONFIRMED,CANDIDATE,1,1.625522174,1.58E-07,-1.58E-07,170.8266564,7.61E-05,-7.61E-05,2455003.827,7.61E-05,-7.61E-05,0.076,0.022,-0.076,2.38963,0.00338,-0.00338,7969,11.8,-11.8,9.73,1.41,-1.42,1579,,,1467.41,576.36,-452.24,799.7,5539,83,-74,4.322,0.137,-0.1,1.106,0.161,-0.161,293.87192,38.422939,15.001
3641726,CONFIRMED,CANDIDATE,1,9.02930689,1.648E-05,-1.648E-05,177.20422,0.00142,-0.00142,2455010.204,0.00142,-0.00142,0.024,0.401,-0.024,3.1449,0.0528,-0.0528,1019.8,21.9,-21.9,2.57,0.44,-0.26,757,,,77.75,43.01,-22.28,53.9,5349,167,-167,4.526,0.063,-0.108,0.82,0.141,-0.082,290.33362,38.72823,15.387
3832474,CONFIRMED,CANDIDATE,1,143.2063047,0.0002348,-0.0002348,154.23552,0.0013,-0.0013,2454987.236,0.0013,-0.0013,0.379,0.073,-0.273,8.9302,0.0961,-0.0961,10566,82.4,-82.4,8.9,0.82,-0.38,308,,,2.14,0.59,-0.35,138.8,5485,98,-120,4.556,0.014,-0.081,0.867,0.079,-0.037,285.28363,38.947281,15.403
8395660,CONFIRMED,CANDIDATE,0.95,6.164876,4.635E-05,-4.635E-05,135.63916,0.00661,-0.00661,2454968.639,0.00661,-0.00661,0.646,0.323,-0.43,3.262,0.186,-0.186,55.8,4.3,-4.3,0.79,0.13,-0.08,1021,,,256.35,109.03,-65.57,14.4,5854,105,-117,4.406,0.09,-0.11,1.012,0.154,-0.103,300.86398,44.337551,12.882
3832474,CONFIRMED,CANDIDATE,0.745,60.32494216,3.207E-05,-3.207E-05,243.892578,0.000423,-0.000423,2455076.893,0.000423,-0.000423,0.224,0.067,-0.146,6.6188,0.0327,-0.0327,20280,64,-64,12.19,1.11,-0.52,411,,,6.77,1.89,-1.09,347.2,5485,98,-120,4.556,0.014,-0.081,0.867,0.079,-0.037,285.28363,38.947281,15.403
3832474,CONFIRMED,CANDIDATE,,29.1598615,0.0002534,-0.0002534,150.69922,0.00718,-0.00718,2454983.699,0.00718,-0.00718,0.3619,0.0945,-0.3618,4.803,0.2,-0.2,488,43.5,-43.5,1.91,0.2,-0.07,524,,,17.85,5.61,-2.68,11.6,5485,99,-112,4.556,0.014,-0.094,0.867,0.092,-0.034,285.28363,38.947281,15.403
3935914,CONFIRMED,CANDIDATE,1,1.594745374,1.13E-07,-1.13E-07,170.6483505,5.79E-05,-5.79E-05,2455003.648,5.79E-05,-5.79E-05,0.514,0.022,-0.037,1.9604,0.0106,-0.0106,15044,20.3,-20.3,11.3,3.09,-1.33,1539,,,1329.42,1067.75,-412.98,1009.3,5934,160,-178,4.491,0.065,-0.195,0.893,0.244,-0.105,285.21381,39.027481,15.53
3940418,CONFIRMED,CANDIDATE,1,4.783002698,5.432E-06,-5.432E-06,170.508434,0.000943,-0.000943,2455003.508,0.000943,-0.000943,0.003,0.425,-0.003,2.335,0.0332,-0.0332,1008.7,16.6,-16.6,2.5,0.34,-0.19,886,,,145.48,66.39,-35.12,70.6,5170,155,-155,4.574,0.026,-0.097,0.807,0.111,-0.06,287.09399,39.060719,15.119
4049131,CONFIRMED,CANDIDATE,1,20.50588921,3.206E-05,-3.206E-05,181.43428,0.00122,-0.00122,2455014.434,0.00122,-0.00122,0.26,0.151,-0.26,4.0595,0.0481,-0.0481,2105.5,31,-31,3.41,0.28,-0.31,518,,,17.06,5.47,-4.61,78.5,4905,148,-148,4.544,0.072,-0.044,0.761,0.063,-0.07,289.31543,39.153278,15.398
4139816,CONFIRMED,CANDIDATE,1,3.340218842,3.177E-06,-3.177E-06,171.979062,0.00075,-0.00075,2455004.979,0.00075,-0.00075,0.466,0.002,-0.437,1.9104,0.0318,-0.0318,1632.6,26.6,-26.6,2.03,0.13,-0.17,656,,,43.73,9.67,-9.92,71.6,3950,70,-86,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954
5358241,CONFIRMED,CANDIDATE,1,18.64932728,5.202E-05,-5.202E-05,174.771,0.00224,-0.00224,2455007.771,0.00224,-0.00224,0.08,0.329,-0.08,4.4056,0.0687,-0.0687,893.6,20.9,-20.9,3.12,0.47,-0.28,701,,,57.13,22.99,-12.26,46.1,5775,78,-78,4.405,0.066,-0.123,1.053,0.161,-0.094,290.46176,40.562462,15.386
10875245,CONFIRMED,CANDIDATE,1,4.90144976,1.07E-05,-1.07E-05,138.60548,0.00175,-0.00175,2454971.605,0.00175,-0.00175,0.529,0.021,-0.46,4.1654,0.0585,-0.0585,140.7,2.9,-2.9,1.7,0.08,-0.05,1262,,,598.74,84.12,-66.83,50.6,5847,64,-75,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487
5358241,CONFIRMED,CANDIDATE,0.998,9.75192101,4.829E-05,-4.829E-05,138.78608,0.0036,-0.0036,2454971.786,0.0036,-0.0036,0.949,0.028,-0.673,4.793,0.181,-0.181,418,16.2,-16.2,2.76,0.43,-0.24,870,,,135.66,54.6,-29.09,28.5,5775,78,-78,4.405,0.066,-0.123,1.053,0.161,-0.094,290.46176,40.562462,15.386
5358241,CONFIRMED,CANDIDATE,1,38.5576546,0.0001765,-0.0001765,163.85063,0.00407,-0.00407,2454996.851,0.00407,-0.00407,0.911,0.025,-0.663,5.794,0.199,-0.199,993,26.8,-26.8,4.02,0.62,-0.36,550,,,21.71,8.73,-4.66,39.7,5775,78,-78,4.405,0.066,-0.123,1.053,0.161,-0.094,290.46176,40.562462,15.386
5358624,CONFIRMED,CANDIDATE,0.99,3.525632539,1.5E-07,-1.5E-07,170.0479951,3.33E-05,-3.33E-05,2455003.048,3.33E-05,-3.33E-05,0.12,0.006,-0.084,2.59959,0.00079,-0.00079,22335,13.1,-13.1,11.58,0.9,-0.48,975,,,213.12,50.79,-29.54,1996.7,5150,82,-82,4.572,0.02,-0.064,0.793,0.062,-0.033,290.58173,40.5774,15.224
4664847,CONFIRMED,CANDIDATE,1,7.748094239,7.553E-06,-7.553E-06,174.997206,0.000765,-0.000765,2455007.997,0.000765,-0.000765,0.517,0.237,-0.325,3.5957,0.043,-0.043,2472.1,25.7,-25.7,5.52,1.7,-0.56,964,,,204.39,186.49,-63.82,113.2,5973,169,-232,4.439,0.052,-0.221,1.085,0.334,-0.111,294.4899,39.771439,15.67
4725681,CONFIRMED,CANDIDATE,1,23.96793669,9.249E-05,-9.249E-05,186.22182,0.00305,-0.00305,2455019.222,0.00305,-0.00305,0.416,0.053,-0.416,3.827,0.113,-0.113,1182.3,46.1,-46.1,1.8,0.1,-0.15,329,,,2.77,0.58,-0.64,27.5,3747,75,-83,4.728,0.042,-0.025,0.524,0.03,-0.044,283.86639,39.898079,15.414
4725681,CONFIRMED,CANDIDATE,0.995,8.29561738,2.368E-05,-2.368E-05,135.79284,0.00219,-0.00219,2454968.793,0.00219,-0.00219,0.888,0.062,-0.612,1.3421,0.0773,-0.0773,824.3,57.5,-57.5,1.82,0.1,-0.15,469,,,11.39,2.4,-2.65,17.9,3747,75,-83,4.728,0.042,-0.025,0.524,0.03,-0.044,283.86639,39.898079,15.414
4913852,CONFIRMED,CANDIDATE,1,8.11437482,1.092E-05,-1.092E-05,176.33968,0.00107,-0.00107,2455009.34,0.00107,-0.00107,0.573,0,-0.468,2.2736,0.0447,-0.0447,1558,32,-32,2.1,0.14,-0.16,460,,,10.55,2.46,-2.31,56.4,3692,73,-83,4.753,0.032,-0.039,0.517,0.035,-0.039,288.81201,40.033401,15.877
10875245,CONFIRMED,CANDIDATE,0.992,14.74914825,2.174E-05,-2.174E-05,138.77799,0.00118,-0.00118,2454971.778,0.00118,-0.00118,0.173,0.262,-0.173,6.0995,0.044,-0.044,430.2,4.2,-4.2,2.89,0.13,-0.1,874,,,137.91,19.38,-15.39,107.4,5847,64,-75,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487
5021899,CONFIRMED,CANDIDATE,1,21.81295996,7.229E-05,-7.229E-05,174.01085,0.00261,-0.00261,2455007.011,0.00261,-0.00261,0.053,0.394,-0.053,4.3791,0.091,-0.091,1175.4,35.8,-35.8,3.38,0.91,-0.49,639,,,39.33,31.88,-13.85,37.8,5601,166,-166,4.41,0.116,-0.188,0.999,0.269,-0.145,294.77686,40.15374,15.54
5164255,CONFIRMED,CANDIDATE,1,15.37562369,1.017E-05,-1.017E-05,173.61402,0.000608,-0.000608,2455006.614,0.000608,-0.000608,0.692,0.033,-0.066,3.3169,0.0645,-0.0645,15337,114,-114,11.01,0.44,-0.82,600,,,30.54,4.61,-5.99,166,4986,79,-79,4.496,0.075,-0.025,0.833,0.033,-0.062,283.25354,40.358189,16.422
5252423,CONFIRMED,CANDIDATE,1,8.10363271,2.032E-05,-2.032E-05,176.9486,0.00205,-0.00205,2455009.949,0.00205,-0.00205,0.047,0.409,-0.047,3.161,0.0635,-0.0635,887.9,24.5,-24.5,2.11,0.18,-0.2,687,,,52.82,16.3,-14.35,39.3,4861,131,-146,4.574,0.054,-0.041,0.732,0.062,-0.068,283.22141,40.421829,15.289
5252423,CONFIRMED,CANDIDATE,1,4.71510843,1.941E-05,-1.941E-05,134.96178,0.00324,-0.00324,2454967.962,0.00324,-0.00324,0.258,0.195,-0.258,2.506,0.103,-0.103,417.5,22,-22,1.46,0.12,-0.14,823,,,108.84,33.58,-29.57,21.3,4861,131,-146,4.574,0.054,-0.041,0.732,0.062,-0.068,283.22141,40.421829,15.289
5272878,CONFIRMED,CANDIDATE,1,6.365839713,8.06E-06,-8.06E-06,171.13575,0.001,-0.001,2455004.136,0.001,-0.001,0.524,0.009,-0.46,2.9721,0.0408,-0.0408,780.7,13.1,-13.1,2.44,0.6,-0.21,914,,,165.33,121.73,-40.81,70.8,5776,155,-155,4.554,0.042,-0.168,0.849,0.212,-0.071,291.14951,40.420521,15.09
5651104,CONFIRMED,CANDIDATE,1,3.04033046,3.37E-07,-3.37E-07,169.9490106,8.86E-05,-8.86E-05,2455002.949,8.86E-05,-8.86E-05,0.736,0.013,-0.024,1.8411,0.0168,-0.0168,10859,25.8,-25.8,8.99,0.8,-0.99,1021,,,257.29,86.59,-76.86,568.2,5035,151,-151,4.519,0.084,-0.063,0.791,0.071,-0.087,299.3161,40.82238,15.028
5792202,CONFIRMED,CANDIDATE,1,15.33528675,1.989E-05,-1.989E-05,174.00278,0.00103,-0.00103,2455007.003,0.00103,-0.00103,0.773,0.006,-0.543,3.897,0.0771,-0.0771,3081.4,39,-39,5,0.49,-0.18,610,,,32.67,9.96,-4.63,86.6,5251,105,-105,4.581,0.01,-0.085,0.817,0.08,-0.029,292.23676,41.08588,15.855
10875245,CONFIRMED,CANDIDATE,0.998,7.95825328,7.673E-05,-7.673E-05,137.80219,0.00767,-0.00767,2454970.802,0.00767,-0.00767,0.706,0.237,-0.494,4.377,0.229,-0.229,50,3.7,-3.7,1.06,0.05,-0.04,1074,,,314.15,44.14,-35.07,14.7,5847,64,-75,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487
5792202,CONFIRMED,CANDIDATE,1,31.33046135,3.977E-05,-3.977E-05,153.43031,0.00103,-0.00103,2454986.43,0.00103,-0.00103,0.798,0.021,-0.043,5.176,0.102,-0.102,5073.8,48.4,-48.4,6.5,0.64,-0.23,481,,,12.61,3.84,-1.79,117.2,5251,105,-105,4.581,0.01,-0.085,0.817,0.08,-0.029,292.23676,41.08588,15.855
5436502,CONFIRMED,CANDIDATE,0.999,23.65369415,1.748E-05,-1.748E-05,171.376107,0.000603,-0.000603,2455004.376,0.000603,-0.000603,0.008,0.169,-0.008,8.2183,0.021,-0.021,3341.8,13.2,-13.2,7.89,1.38,-1.52,731,,,67.65,33.37,-26.59,266.3,5739,114,-103,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084
5436502,CONFIRMED,CANDIDATE,0.996,13.23352214,4.503E-05,-4.503E-05,140.32196,0.00275,-0.00275,2454973.322,0.00275,-0.00275,0.014,0.399,-0.014,6.7372,0.0875,-0.0875,504.6,10.8,-10.8,3.06,0.54,-0.58,888,,,146.67,72.35,-57.65,49.1,5739,114,-103,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084
5436502,CONFIRMED,CANDIDATE,0.997,6.15560285,2.704E-05,-2.704E-05,134.81656,0.00345,-0.00345,2454967.817,0.00345,-0.00345,0.235,0.204,-0.235,4.9843,0.0994,-0.0994,285,8.6,-8.6,2.32,0.4,-0.45,1146,,,406.94,200.73,-159.95,35.1,5739,114,-103,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084
5436502,CONFIRMED,CANDIDATE,1,2.090811305,9.571E-06,-9.571E-06,134.17462,0.00398,-0.00398,2454967.175,0.00398,-0.00398,0.746,0.053,-0.521,3.388,0.106,-0.106,115.9,6.4,-6.4,1.62,0.28,-0.32,1642,,,1718.04,847.46,-675.28,19.9,5739,114,-103,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084
10875245,CONFIRMED,CANDIDATE,0.995,3.180027898,7.278E-06,-7.278E-06,133.49863,0.00181,-0.00181,2454966.499,0.00181,-0.00181,0.196,0.242,-0.196,3.5797,0.0558,-0.0558,120.3,2.7,-2.7,1.53,0.07,-0.05,1458,,,1066.86,149.88,-119.09,50.4,5847,64,-75,4.191,0.02,-0.018,1.402,0.063,-0.046,297.02826,48.208611,12.487
5436502,CONFIRMED,CANDIDATE,0.989,50.4467417,0.0006505,-0.0006505,178.5014,0.0103,-0.0103,2455011.501,0.0103,-0.0103,0.379,0.111,-0.378,7.159,0.247,-0.247,370.3,20.1,-20.1,2.67,0.47,-0.51,568,,,24.64,12.16,-9.68,19.4,5739,114,-103,4.191,0.162,-0.108,1.384,0.242,-0.266,287.89713,40.637821,15.084
5456651,CONFIRMED,CANDIDATE,1,11.76307164,2.035E-05,-2.035E-05,180.93613,0.0013,-0.0013,2455013.936,0.0013,-0.0013,0.048,0.393,-0.048,2.9076,0.05,-0.05,1037.3,23.9,-23.9,2.35,0.17,-0.08,616,,,33.99,8.24,-4.84,48.9,4959,99,,4.603,0.011,-0.06,0.756,0.054,-0.027,294.20215,40.66341,15.208
5456651,CONFIRMED,CANDIDATE,0.878,56.2279271,0.0003134,-0.0003134,132.29259,0.00471,-0.00471,2454965.293,0.00471,-0.00471,0.7,0.208,-0.496,3.57,0.134,-0.134,862.7,44.9,-44.9,2.37,0.17,-0.09,366,,,4.22,1.02,-0.6,20.9,4959,99,0,4.603,0.011,-0.06,0.756,0.054,-0.027,294.20215,40.66341,15.208
5531576,CONFIRMED,CANDIDATE,1,7.953547,1.91E-05,-1.91E-05,174.66224,0.00182,-0.00182,2455007.662,0.00182,-0.00182,0.3,0.145,-0.3,2.6312,0.0595,-0.0595,875.4,25.3,-25.3,2.25,0.07,-0.14,696,,,55.37,7.15,-10.12,38.4,4768,76,-85,4.536,0.056,-0.016,0.779,0.023,-0.049,291.15878,40.750271,15.66
5531576,CONFIRMED,CANDIDATE,1,4.14451656,1.44E-05,-1.44E-05,135.92831,0.00313,-0.00313,2454968.928,0.00313,-0.00313,0.004,0.471,-0.003,2.3421,0.0984,-0.0984,391.8,19.8,-19.8,1.48,0.05,-0.09,864,,,132.08,17.05,-24.15,22.8,4768,76,-85,4.536,0.056,-0.016,0.779,0.023,-0.049,291.15878,40.750271,15.66
6291653,CONFIRMED,CANDIDATE,0.999,10.526294577,1.783E-06,-1.783E-06,176.522462,0.000136,-0.000136,2455009.522,0.000136,-0.000136,0.644,0.031,-0.045,2.5211,0.0257,-0.0257,9768,26.4,-26.4,8.24,1.48,-0.8,713,,,61.16,34.56,-16.93,482.3,5386,159,-159,4.553,0.056,-0.104,0.793,0.143,-0.077,293.87811,41.66177,15.305
6392727,CONFIRMED,CANDIDATE,1,4.583520948,4.18E-06,-4.18E-06,169.973972,0.000733,-0.000733,2455002.974,0.000733,-0.000733,0.045,0.319,-0.045,2.7055,0.0321,-0.0321,3812.1,44.5,-44.5,5.39,1.6,-0.53,1038,,,274.98,239.18,-77.52,99.5,5815,157,-175,4.54,0.038,-0.212,0.877,0.26,-0.087,299.18686,41.74268,15.287
6422070,CONFIRMED,CANDIDATE,0.876,3.76181843,1.14E-05,-1.14E-05,171.90364,0.00209,-0.00209,2455004.904,0.00209,-0.00209,0.926,0,-0.663,3.5176,0.0901,-0.0901,510.6,16.4,-16.4,2.66,0.73,-0.26,1121,,,372.62,300.78,-104.51,35.9,5653,154,-171,4.472,0.062,-0.188,0.949,0.26,-0.093,283.31638,41.83712,15.257
6428700,CONFIRMED,CANDIDATE,1,8.20396958,1.488E-05,-1.488E-05,169.69138,0.00143,-0.00143,2455002.691,0.00143,-0.00143,0.823,0.001,-0.58,2.9667,0.0529,-0.0529,1024.4,21.2,-21.2,3.01,0.24,-0.3,742,,,71.5,22.24,-20.23,54.4,5015,149,-149,4.499,0.09,-0.06,0.826,0.066,-0.083,286.5657,41.808399,15.376
6428700,CONFIRMED,CANDIDATE,1,14.49645186,6.36E-05,-6.36E-05,143.41659,0.00409,-0.00409,2454976.417,0.00409,-0.00409,0.97,0.002,-0.663,4.016,0.305,-0.305,647.5,26.7,-26.7,3.01,0.24,-0.3,613,,,33.48,10.42,-9.47,25.7,5015,149,-149,4.499,0.09,-0.06,0.826,0.066,-0.083,286.5657,41.808399,15.376
5792202,CONFIRMED,CANDIDATE,1,6.54626149,2.668E-05,-2.668E-05,133.85964,0.00317,-0.00317,2454966.86,0.00317,-0.00317,0.644,0.295,-0.438,2.75,0.111,-0.111,655.9,30,-30,2.19,0.22,-0.08,810,,,101.78,31.02,-14.45,24.8,5251,105,-105,4.581,0.01,-0.085,0.817,0.08,-0.029,292.23676,41.08588,15.855
5794379,CONFIRMED,CANDIDATE,1,12.71809866,2.324E-05,-2.324E-05,175.35526,0.00152,-0.00152,2455008.355,0.00152,-0.00152,0.427,0.016,-0.427,3.0957,0.0562,-0.0562,1149.4,24.5,-24.5,2.31,0.17,-0.22,562,,,23.6,6.56,-6.6,52.7,4702,128,-142,4.592,0.058,-0.027,0.686,0.049,-0.067,292.91312,41.060921,15.389
5794379,CONFIRMED,CANDIDATE,0.999,36.06588163,8.305E-05,-8.305E-05,198.58423,0.00172,-0.00172,2455031.584,0.00172,-0.00172,0.26,0.145,-0.26,4.3246,0.0634,-0.0634,1563.8,32.1,-32.1,2.64,0.19,-0.26,397,,,5.88,1.64,-1.64,51.7,4702,128,-142,4.592,0.058,-0.027,0.686,0.049,-0.067,292.91312,41.060921,15.389
5881688,CONFIRMED,CANDIDATE,1,4.190425659,1.611E-06,-1.611E-06,171.44122,0.000306,-0.000306,2455004.441,0.000306,-0.000306,0.458,0.004,-0.377,2.8589,0.0224,-0.0224,2877.4,14.1,-14.1,6.21,2.05,-0.82,1234,,,547.9,549.04,-194.78,240.6,6073,190,-232,4.392,0.072,-0.217,1.135,0.375,-0.15,293.49661,41.137589,15.27
6022556,CONFIRMED,CANDIDATE,1,3.709870784,3.043E-06,-3.043E-06,171.987982,0.000638,-0.000638,2455004.988,0.000638,-0.000638,0.023,0.323,-0.023,3.0694,0.0265,-0.0265,2020.3,20.1,-20.1,4.35,0.64,-0.28,1151,,,415.1,163.27,-72.1,116.1,5727,77,-85,4.463,0.04,-0.12,0.978,0.146,-0.062,283.86441,41.346458,15.581
6032497,CONFIRMED,CANDIDATE,1,16.3297527,3.611E-05,-3.611E-05,177.29506,0.00181,-0.00181,2455010.295,0.00181,-0.00181,0.791,0.091,-0.541,6.271,0.112,-0.112,1187.5,18.1,-18.1,3.75,1.11,-0.47,727,,,66.08,57.11,-21.98,74.6,5878,158,-193,4.444,0.084,-0.196,0.987,0.291,-0.125,288.51001,41.301769,15.447
6061119,CONFIRMED,CANDIDATE,0.985,27.807566216,4.747E-06,-4.747E-06,186.713552,0.000134,-0.000134,2455019.714,0.000134,-0.000134,0.782,0.002,-0.003,4.21587,0.00935,-0.00935,25391,47.3,-47.3,13.84,3.63,-1.21,554,,,22.24,17.69,-5.87,748.1,5862,177,-177,4.584,0.044,-0.176,0.785,0.206,-0.069,296.88821,41.396091,15.482
6191521,CONFIRMED,CANDIDATE,0.942,80.8723469,0.0001468,-0.0001468,203.895,0.00131,-0.00131,2455036.895,0.00131,-0.00131,0.527,0.08,-0.309,11.195,0.13,-0.13,3604.6,25.9,-25.9,7.59,1.24,-1.52,452,,,9.88,4.3,-3.87,160.9,5510,82,-71,4.222,0.195,-0.105,1.238,0.202,-0.247,287.1543,41.565788,15.201
3531558,CONFIRMED,CANDIDATE,0.912,24.99324319,6.127E-05,-6.127E-05,138.68167,0.00197,-0.00197,2454971.682,0.00197,-0.00197,0.686,0.015,-0.505,5.9409,0.0669,-0.0669,269.6,4.9,-4.9,2.29,0.12,-0.08,712,,,60.88,10.13,-7.34,62,5718,85,-77,4.181,0.018,-0.016,1.317,0.064,-0.048,287.36279,38.649601,12.377
6276477,CONFIRMED,CANDIDATE,1,10.35533116,2.087E-05,-2.087E-05,170.93729,0.0016,-0.0016,2455003.937,0.0016,-0.0016,0.029,0.429,-0.029,3.1775,0.0602,-0.0602,750.6,17.4,-17.4,2.47,0.59,-0.31,777,,,86.22,62.02,-27.32,49.2,5501,164,-147,4.462,0.084,-0.168,0.918,0.217,-0.117,288.9942,41.633282,15.018
6863998,CONFIRMED,CANDIDATE,1,16.08518937,3.022E-05,-3.022E-05,180.28319,0.00145,-0.00145,2455013.283,0.00145,-0.00145,0.867,0.011,-0.613,3.984,0.0875,-0.0875,1442.4,26.7,-26.7,3.68,0.54,-0.36,613,,,33.43,16.76,-9.37,62.6,5239,174,-158,4.523,0.06,-0.09,0.826,0.122,-0.081,292.10519,42.380322,15.219
6948054,CONFIRMED,CANDIDATE,1,7.49018305,1.181E-05,-1.181E-05,174.95037,0.00124,-0.00124,2455007.95,0.00124,-0.00124,0.02,0.404,-0.02,2.7297,0.0424,-0.0424,1123.6,22.7,-22.7,2.56,0.17,-0.12,753,,,76.06,17.21,-12.63,53,5103,101,-101,4.562,0.032,-0.052,0.787,0.051,-0.039,291.63898,42.436321,15.599
6948054,CONFIRMED,CANDIDATE,1,36.2761238,0.0001055,-0.0001055,201.2869,0.00222,-0.00222,2455034.287,0.00222,-0.00222,0.035,0.379,-0.035,4.7865,0.0756,-0.0756,1572.6,35.5,-35.5,3.03,0.2,-0.15,445,,,9.29,2.1,-1.55,45.5,5103,101,-101,4.562,0.032,-0.052,0.787,0.051,-0.039,291.63898,42.436321,15.599
6948054,CONFIRMED,CANDIDATE,1,17.46087931,5.278E-05,-5.278E-05,137.26594,0.00242,-0.00242,2454970.266,0.00242,-0.00242,0.594,0.326,-0.377,2.2641,0.0721,-0.0721,812.4,38.3,-38.3,2.32,0.15,-0.12,568,,,24.6,5.57,-4.08,22.6,5103,101,-101,4.562,0.032,-0.052,0.787,0.051,-0.039,291.63898,42.436321,15.599
6435936,CONFIRMED,CANDIDATE,0.996,56.0560754,0.0002753,-0.0002753,201.16578,0.00329,-0.00329,2455034.166,0.00329,-0.00329,0.018,0.413,-0.018,4.685,0.132,-0.132,1626,66.7,-66.7,1.94,0.12,-0.22,233,,,0.69,0.15,-0.19,27.4,3593,71,-86,4.757,0.054,-0.027,0.491,0.03,-0.055,289.50848,41.812119,15.849
6522242,CONFIRMED,CANDIDATE,0.974,41.408316686,6.58E-06,-6.58E-06,195.78745,0.000123,-0.000123,2455028.787,0.000123,-0.000123,0.377,0.016,-0.029,5.0264,0.0136,-0.0136,22839,31.4,-31.4,11.38,2.07,-1.04,453,,,9.93,5.69,-2.57,907.8,5522,165,-148,4.586,0.048,-0.112,0.747,0.136,-0.068,291.76041,41.944069,15.196
6587280,CONFIRMED,CANDIDATE,1,5.715425977,7.779E-06,-7.779E-06,174.87931,0.0011,-0.0011,2455007.879,0.0011,-0.0011,0.348,0.098,-0.347,2.5242,0.0418,-0.0418,908.1,17.4,-17.4,2.47,0.37,-0.17,850,,,123.03,60.12,-28.62,59.4,5237,157,-157,4.572,0.028,-0.112,0.826,0.124,-0.057,285.11047,42.033958,15.086
9471974,CONFIRMED,CANDIDATE,0.959,49.18394185,2.475E-05,-2.475E-05,141.911924,0.000569,-0.000569,2454974.912,0.000569,-0.000569,0.035,0.361,-0.035,11.3364,0.051,-0.051,1646.2,5.4,-5.4,8.2,0.5,-0.55,669,,,47.4,9.4,-8.38,355.7,5626,89,-78,3.907,0.04,-0.036,2.057,0.125,-0.138,294.55917,46.062328,12.654
